,x,y,target
0,-2.27026963234,-1.75688445568,0.0
1,0.665485441685,0.447417467833,0.0
2,-0.332652151585,-0.898440241814,0.0
3,1.36150991917,0.346282035112,0.0
4,1.33547663689,-0.591933906078,0.0
5,-0.487724423409,0.609629094601,0.0
6,-1.25723624229,1.54709863663,0.0
7,-0.15140208602,-0.488118588924,0.0
8,0.80273514986,0.307046413422,0.0
9,-2.46916985512,-1.33399248123,0.0
10,2.67982602119,2.29626631737,0.0
11,1.97944056988,-0.0403963327408,0.0
12,-0.584179341793,-0.16174338758,0.0
13,-2.26123929024,-2.02015972137,0.0
14,0.276275962591,-1.49715554714,0.0
15,-3.87634658813,-1.19649636745,0.0
16,1.49451565742,-0.122185885906,0.0
17,0.418422609568,-1.43050932884,0.0
18,1.15660977364,0.506353735924,0.0
19,1.57771098614,0.736849546432,0.0
20,3.11577820778,1.17745566368,0.0
21,2.09256029129,1.65783047676,0.0
22,0.502760648727,1.07700824738,0.0
23,-0.705769598484,-1.8133866787,0.0
24,0.00809026602656,-0.453743219376,0.0
25,0.701410591602,-1.16129899025,0.0
26,-3.33151960373,-0.0614668279886,0.0
27,-1.97048604488,-0.273423194885,0.0
28,0.372951060534,-0.716905415058,0.0
29,-2.23742103577,0.15134306252,0.0
30,0.486943095922,1.42362260818,0.0
31,0.86060488224,-0.399520069361,0.0
32,-0.284814953804,-1.4765740633,0.0
33,-1.29493284225,-1.83547902107,0.0
34,1.33952045441,-2.86215877533,0.0
35,3.87211942673,-0.511060833931,0.0
36,-0.0415772870183,-0.889214277267,0.0
37,-0.242264345288,0.72600030899,0.0
38,-0.724467873573,-0.387596040964,0.0
39,-1.54073739052,-1.10067129135,0.0
40,0.18517780304,0.579241991043,0.0
41,-1.75729227066,-2.21448493004,0.0
42,2.02921795845,0.472024917603,0.0
43,-0.464880853891,-2.09190797806,0.0
44,-1.3408960104,1.94320011139,0.0
45,-0.844922184944,0.0553630553186,0.0
46,-2.09938454628,2.02396559715,0.0
47,0.486610651016,-0.791767776012,0.0
48,0.326761543751,0.722708821297,0.0
49,2.64223217964,2.61639142036,0.0
50,0.162242084742,-1.22839260101,0.0
51,-1.46437692642,-2.42988157272,0.0
52,-1.93635046482,-0.748453617096,0.0
